 t_f =10.000000, Deltat=1./500,N_exp=1000,code time=1.339767 (in min) 
"t" 	 "x_mean" 	 "x2_mean" 	 "kappa" 
 0.000000000000 	 5.000000000000 	  25.000000000000 	 1.000000000000  
 0.002000100005 	 5.015329345539 	  25.191252832054 	 1.000000000000  
 0.004000200010 	 5.018888886234 	  25.271422190086 	 1.000000000000  
 0.006000300015 	 5.029013354331 	  25.415397039352 	 1.000000000000  
 0.008000400020 	 5.019112581876 	  25.360317758335 	 1.000000000000  
 0.010000500025 	 5.024123763971 	  25.440133201785 	 1.000000000000  
 0.012000600030 	 5.026437296892 	  25.500226930142 	 1.000000000000  
 0.014000700035 	 5.018734780286 	  25.469091682763 	 1.000000000000  
 0.016000800040 	 5.019662284929 	  25.521375135641 	 1.000000000000  
 0.018000900045 	 5.018662995461 	  25.553189008778 	 1.000000000000  
 0.020001000050 	 5.017852642349 	  25.590545071757 	 1.000000000000  
 0.022001100055 	 5.007538352066 	  25.526259437169 	 1.000000000000  
 0.024001200060 	 5.008992631735 	  25.586744015813 	 1.000000000000  
 0.026001300065 	 4.998010029740 	  25.507200031134 	 1.000000000000  
 0.028001400070 	 4.999572004989 	  25.567275593924 	 1.000000000000  
 0.030001500075 	 4.996826846153 	  25.573431908955 	 1.000000000000  
 0.032001600080 	 4.985030799663 	  25.502074614207 	 1.000000000000  
 0.034001700085 	 4.986367934591 	  25.555460981665 	 1.000000000000  
 0.036001800090 	 4.987251297984 	  25.595337046066 	 1.000000000000  
 0.038001900095 	 4.991875122288 	  25.697334375238 	 1.000000000000  
 0.040002000100 	 4.979045153479 	  25.626071888833 	 1.000000000000  
 0.042002100105 	 4.987726781677 	  25.760318839532 	 1.000000000000  
 0.044002200110 	 4.985459012629 	  25.800391634538 	 1.000000000000  
 0.046002300115 	 4.987632456520 	  25.867255065466 	 1.000000000000  
 0.048002400120 	 4.984409835983 	  25.869005997053 	 1.000000000000  
 0.050002500125 	 4.992757444851 	  25.985813310516 	 1.000000000000  
 0.052002600130 	 4.988519577456 	  25.983989773735 	 1.000000000000  
 0.054002700135 	 4.979161319505 	  25.936417578357 	 1.000000000000  
 0.056002800140 	 4.977115459958 	  25.949110630780 	 1.000000000000  
 0.058002900145 	 4.974039645158 	  25.947888065599 	 1.000000000000  
 0.060003000150 	 4.968472516137 	  25.904482185663 	 1.000000000000  
 0.062003100155 	 4.960899455170 	  25.866582364242 	 1.000000000000  
 0.064003200160 	 4.956751766490 	  25.854609965229 	 1.000000000000  
 0.066003300165 	 4.953144426642 	  25.878379830403 	 1.000000000000  
 0.068003400170 	 4.947118624163 	  25.884239007786 	 1.000000000000  
 0.070003500175 	 4.943271278668 	  25.862676890469 	 1.000000000000  
 0.072003600180 	 4.928178942195 	  25.791242532972 	 1.000000000000  
 0.074003700185 	 4.919564380501 	  25.735034054243 	 1.000000000000  
 0.076003800190 	 4.919285917584 	  25.781333982935 	 1.000000000000  
 0.078003900195 	 4.909942069314 	  25.740624792185 	 1.000000000000  
 0.080004000200 	 4.914992634733 	  25.837163439707 	 1.000000000000  
 0.082004100205 	 4.904292929305 	  25.763696261560 	 1.000000000000  
 0.084004200210 	 4.901015781034 	  25.754023316699 	 1.000000000000  
 0.086004300215 	 4.906010536615 	  25.857583974331 	 1.000000000000  
 0.088004400220 	 4.895829136214 	  25.783056194231 	 1.000000000000  
 0.090004500225 	 4.897582378360 	  25.858386689790 	 1.000000000000  
 0.092004600230 	 4.892856271021 	  25.816187355057 	 1.000000000000  
 0.094004700235 	 4.892032060423 	  25.873411273001 	 1.000000000000  
 0.096004800240 	 4.889847147906 	  25.951107638431 	 1.000000000000  
